x,y,z,fp_x,fp_y,fp_z,B.tot,B.tot.mag,B.canc,B.canc.mag,B.RMF,B.RMF.mag,B.RMF.mag_1,is.rot
-0.05,-0.05,-0.05,0,1,0,,,,0.000602,[-2.37248691e-05  1.03540702e-04 -7.82743870e-05],0.000528,0.000132,FALSE
-0.05,-0.05,-0.04,0,1,0,,,,0.000587,[-2.84021081e-05  1.19230194e-04 -8.94903357e-05],0.000608,0.000152,FALSE
-0.05,-0.05,-0.03,0,1,0,,,,0.000561,[-3.40298321e-05  1.37392490e-04 -1.02113363e-04],0.0007,0.000175,FALSE
-0.05,-0.05,-0.02,0,1,0,,,,0.000523,[-4.07937256e-05  1.58416472e-04 -1.16215472e-04],0.000804,0.000201,FALSE
-0.05,-0.05,-0.01,0,1,0,,,,0.000474,[-4.89088128e-05  1.82739996e-04 -1.31822883e-04],0.000924,0.000231,FALSE
-0.05,-0.05,0,0,1,0,,,,0.000424,[-5.86202825e-05  2.10847764e-04 -1.48890822e-04],0.00106,0.000265,FALSE
-0.05,-0.05,0.01,0,1,0,,,,0.000404,[-7.02021796e-05  2.43263621e-04 -1.67270638e-04],0.001212,0.000303,FALSE
-0.05,-0.05,0.02,0,1,0,,,,0.000472,[-8.39528134e-05  2.80534339e-04 -1.86668397e-04],0.001388,0.000347,FALSE
-0.05,-0.05,0.03,0,1,0,,,,0.000665,[-0.00010019  0.0003232  -0.00020659],0.001584,0.000396,FALSE
-0.05,-0.05,0.04,0,1,0,,,,0.000975,[-0.00011921  0.00037175 -0.00022631],0.001804,0.000451,FALSE
-0.05,-0.05,0.05,0,1,0,,,,0.00139,[-0.00014132  0.00042657 -0.00024475],0.002048,0.000512,FALSE
-0.05,-0.04,-0.05,0,1,0,,,,0.000586,[-1.91663037e-05  1.09743232e-04 -6.33789260e-05],0.000512,0.000128,FALSE
-0.05,-0.04,-0.04,0,1,0,,,,0.000569,[-2.29020130e-05  1.26046322e-04 -7.23063861e-05],0.000588,0.000147,FALSE
-0.05,-0.04,-0.03,0,1,0,,,,0.000543,[-2.73796450e-05  1.44787851e-04 -8.22974179e-05],0.000676,0.000169,FALSE
-0.05,-0.04,-0.02,0,1,0,,,,0.000508,[-3.27376545e-05  1.66306312e-04 -9.33847267e-05],0.000776,0.000194,FALSE
-0.05,-0.04,-0.01,0,1,0,,,,0.000468,[-3.91339583e-05  1.90968301e-04 -1.05558098e-04],0.000888,0.000222,FALSE
-0.05,-0.04,0,0,1,0,,,,0.000441,[-4.67454093e-05  2.19160841e-04 -1.18743920e-04],0.001016,0.000254,FALSE
-0.05,-0.04,0.01,0,1,0,,,,0.000459,[-5.57653983e-05  2.51277716e-04 -1.32779319e-04],0.00116,0.00029,FALSE
-0.05,-0.04,0.02,0,1,0,,,,0.000566,[-6.63987374e-05  2.87697555e-04 -1.47380701e-04],0.00132,0.00033,FALSE
-0.05,-0.04,0.03,0,1,0,,,,0.000778,[-7.88528032e-05  3.28750918e-04 -1.62107205e-04],0.0015,0.000375,FALSE
-0.05,-0.04,0.04,0,1,0,,,,0.001091,[-9.33237694e-05  3.74673356e-04 -1.76320648e-04],0.001696,0.000424,FALSE
-0.05,-0.04,0.05,0,1,0,,,,0.001498,[-0.00010998  0.00042554 -0.00018915],0.001912,0.000478,FALSE
-0.05,-0.03,-0.05,0,1,0,,,,0.000576,[-1.44777447e-05  1.14517012e-04 -4.79545452e-05],0.0005,0.000125,FALSE
-0.05,-0.03,-0.04,0,1,0,,,,0.000559,[-1.72735084e-05  1.31254000e-04 -5.46149752e-05],0.000572,0.000143,FALSE
-0.05,-0.03,-0.03,0,1,0,,,,0.000536,[-2.06141559e-05  1.50386387e-04 -6.20346661e-05],0.000656,0.000164,FALSE
-0.05,-0.03,-0.02,0,1,0,,,,0.000508,[-2.45975041e-05  1.72209508e-04 -7.02234960e-05],0.000752,0.000188,FALSE
-0.05,-0.03,-0.01,0,1,0,,,,0.000484,[-2.93336712e-05  1.97030430e-04 -7.91557285e-05],0.000856,0.000214,FALSE
-0.05,-0.03,0,0,1,0,,,,0.000484,[-3.49440479e-05  2.25156455e-04 -8.87546404e-05],0.00098,0.000245,FALSE
-0.05,-0.03,0.01,0,1,0,,,,0.00054,[-4.15587946e-05  2.56877668e-04 -9.88735894e-05],0.001112,0.000278,FALSE
-0.05,-0.03,0.02,0,1,0,,,,0.000678,[-4.93122801e-05  2.92441793e-04 -1.09273645e-04],0.001264,0.000316,FALSE
-0.05,-0.03,0.03,0,1,0,,,,0.000907,[-5.83357784e-05  3.32019534e-04 -1.19598480e-04],0.001432,0.000358,FALSE
-0.05,-0.03,0.04,0,1,0,,,,0.001227,[-6.87466666e-05  3.75658623e-04 -1.29348092e-04],0.001612,0.000403,FALSE
-0.05,-0.03,0.05,0,1,0,,,,0.001631,[-8.06333491e-05  4.23225219e-04 -1.37854094e-04],0.001808,0.000452,FALSE
-0.05,-0.02,-0.05,0,1,0,,,,0.00057,[-9.69877674e-06  1.17895413e-04 -3.21614839e-05],0.000492,0.000123,FALSE
-0.05,-0.02,-0.04,0,1,0,,,,0.000555,[-1.15588641e-05  1.34918014e-04 -3.65818805e-05],0.00056,0.00014,FALSE
-0.05,-0.02,-0.03,0,1,0,,,,0.000535,[-1.37764299e-05  1.54296488e-04 -4.14894018e-05],0.00064,0.00016,FALSE
-0.05,-0.02,-0.02,0,1,0,,,,0.000514,[-1.64137740e-05  1.76293352e-04 -4.68836329e-05],0.000732,0.000183,FALSE
-0.05,-0.02,-0.01,0,1,0,,,,0.000506,[-1.95403230e-05  2.01171174e-04 -5.27388809e-05],0.000836,0.000209,FALSE
-0.05,-0.02,0,0,1,0,,,,0.000529,[-2.32316625e-05  2.29178658e-04 -5.89939775e-05],0.000952,0.000238,FALSE
-0.05,-0.02,0.01,0,1,0,,,,0.000611,[-2.75675630e-05  2.60530931e-04 -6.55399534e-05],0.00108,0.00027,FALSE
-0.05,-0.02,0.02,0,1,0,,,,0.000771,[-3.26286363e-05  2.95382778e-04 -7.22057928e-05],0.001224,0.000306,FALSE
-0.05,-0.02,0.03,0,1,0,,,,0.001016,[-3.84912059e-05  3.33793629e-04 -7.87428827e-05],0.00138,0.000345,FALSE
-0.05,-0.02,0.04,0,1,0,,,,0.001343,[-4.52199470e-05  3.75683442e-04 -8.48093630e-05],0.001552,0.000388,FALSE
-0.05,-0.02,0.05,0,1,0,,,,0.00175,[-5.28578646e-05  4.20779281e-04 -8.99563827e-05],0.001736,0.000434,FALSE
-0.05,-0.01,-0.05,0,1,0,,,,0.000567,[-4.86304155e-06  1.19908599e-04 -1.61365610e-05],0.000484,0.000121,FALSE
-0.05,-0.01,-0.04,0,1,0,,,,0.000553,[-5.79178009e-06  1.37092543e-04 -1.83401608e-05],0.000552,0.000138,FALSE
-0.05,-0.01,-0.03,0,1,0,,,,0.000536,[-6.89747098e-06  1.56605123e-04 -2.07814617e-05],0.000632,0.000158,FALSE
-0.05,-0.01,-0.02,0,1,0,,,,0.000521,[-8.21038314e-06  1.78688412e-04 -2.34581546e-05],0.00072,0.00018,FALSE
-0.05,-0.01,-0.01,0,1,0,,,,0.000523,[-9.76403077e-06  2.03577559e-04 -2.63548511e-05],0.000824,0.000206,FALSE
-0.05,-0.01,0,0,1,0,,,,0.000561,[-1.15946088e-05  2.31485540e-04 -2.94380111e-05],0.000936,0.000234,FALSE
-0.05,-0.01,0.01,0,1,0,,,,0.000659,[-1.37399207e-05  2.62582294e-04 -3.26498840e-05],0.00106,0.000265,FALSE
-0.05,-0.01,0.02,0,1,0,,,,0.000832,[-1.62376231e-05  2.96967246e-04 -3.59016017e-05],0.0012,0.0003,FALSE
-0.05,-0.01,0.03,0,1,0,,,,0.001086,[-1.91225943e-05  3.34634441e-04 -3.90657765e-05],0.001348,0.000337,FALSE
-0.05,-0.01,0.04,0,1,0,,,,0.00142,[-2.24232201e-05  3.75429960e-04 -4.19692533e-05],0.001512,0.000378,FALSE
-0.05,-0.01,0.05,0,1,0,,,,0.00183,[-2.61564084e-05  4.19002120e-04 -4.43870643e-05],0.001688,0.000422,FALSE
-0.05,0,-0.05,0,1,0,,,,0.000566,[-6.77626358e-21  1.20577225e-04 -8.13151629e-20],0.000484,0.000121,FALSE
-0.05,0,-0.04,0,1,0,,,,0.000553,[-4.06575815e-20  1.37813248e-04  0.00000000e+00],0.000552,0.000138,FALSE
-0.05,0,-0.03,0,1,0,,,,0.000536,[ 6.77626358e-21  1.57368243e-04 -8.13151629e-20],0.000628,0.000157,FALSE
-0.05,0,-0.02,0,1,0,,,,0.000524,[ 5.42101086e-20  1.79477345e-04 -2.71050543e-20],0.000716,0.000179,FALSE
-0.05,0,-0.01,0,1,0,,,,0.000529,[ 4.74338450e-20  2.04366450e-04 -8.13151629e-20],0.000816,0.000204,FALSE
-0.05,0,0,0,1,0,,,,0.000572,[-1.35525272e-20  2.32236541e-04 -4.06575815e-20],0.000928,0.000232,FALSE
-0.05,0,0.01,0,1,0,,,,0.000675,[-2.03287907e-20  2.63242472e-04 -8.13151629e-20],0.001052,0.000263,FALSE
-0.05,0,0.02,0,1,0,,,,0.000853,[-5.42101086e-20  2.97465300e-04 -1.62630326e-19],0.001188,0.000297,FALSE
-0.05,0,0.03,0,1,0,,,,0.00111,[ 4.06575815e-20  3.34877524e-04 -8.13151629e-20],0.00134,0.000335,FALSE
-0.05,0,0.04,0,1,0,,,,0.001447,[-2.71050543e-20  3.75301088e-04 -2.43945489e-19],0.0015,0.000375,FALSE
-0.05,0,0.05,0,1,0,,,,0.001858,[ 1.35525272e-20  4.18358869e-04 -1.35525272e-19],0.001672,0.000418,FALSE
-0.05,0.01,-0.05,0,1,0,,,,0.000567,[4.86304155e-06 1.19908599e-04 1.61365610e-05],0.000484,0.000121,FALSE
-0.05,0.01,-0.04,0,1,0,,,,0.000553,[5.79178009e-06 1.37092543e-04 1.83401608e-05],0.000552,0.000138,FALSE
-0.05,0.01,-0.03,0,1,0,,,,0.000536,[6.89747098e-06 1.56605123e-04 2.07814617e-05],0.000632,0.000158,FALSE
-0.05,0.01,-0.02,0,1,0,,,,0.000521,[8.21038314e-06 1.78688412e-04 2.34581546e-05],0.00072,0.00018,FALSE
-0.05,0.01,-0.01,0,1,0,,,,0.000523,[9.76403077e-06 2.03577559e-04 2.63548511e-05],0.000824,0.000206,FALSE
-0.05,0.01,0,0,1,0,,,,0.000561,[1.15946088e-05 2.31485540e-04 2.94380111e-05],0.000936,0.000234,FALSE
-0.05,0.01,0.01,0,1,0,,,,0.000659,[1.37399207e-05 2.62582294e-04 3.26498840e-05],0.00106,0.000265,FALSE
-0.05,0.01,0.02,0,1,0,,,,0.000832,[1.62376231e-05 2.96967246e-04 3.59016017e-05],0.0012,0.0003,FALSE
-0.05,0.01,0.03,0,1,0,,,,0.001086,[1.91225943e-05 3.34634441e-04 3.90657765e-05],0.001348,0.000337,FALSE
-0.05,0.01,0.04,0,1,0,,,,0.00142,[2.24232201e-05 3.75429960e-04 4.19692533e-05],0.001512,0.000378,FALSE
-0.05,0.01,0.05,0,1,0,,,,0.00183,[2.61564084e-05 4.19002120e-04 4.43870643e-05],0.001688,0.000422,FALSE
-0.05,0.02,-0.05,0,1,0,,,,0.00057,[9.69877674e-06 1.17895413e-04 3.21614839e-05],0.000492,0.000123,FALSE
-0.05,0.02,-0.04,0,1,0,,,,0.000555,[1.15588641e-05 1.34918014e-04 3.65818805e-05],0.00056,0.00014,FALSE
-0.05,0.02,-0.03,0,1,0,,,,0.000535,[1.37764299e-05 1.54296488e-04 4.14894018e-05],0.00064,0.00016,FALSE
-0.05,0.02,-0.02,0,1,0,,,,0.000514,[1.64137740e-05 1.76293352e-04 4.68836329e-05],0.000732,0.000183,FALSE
-0.05,0.02,-0.01,0,1,0,,,,0.000506,[1.95403230e-05 2.01171174e-04 5.27388809e-05],0.000836,0.000209,FALSE
-0.05,0.02,0,0,1,0,,,,0.000529,[2.32316625e-05 2.29178658e-04 5.89939775e-05],0.000952,0.000238,FALSE
-0.05,0.02,0.01,0,1,0,,,,0.000611,[2.75675630e-05 2.60530931e-04 6.55399534e-05],0.00108,0.00027,FALSE
-0.05,0.02,0.02,0,1,0,,,,0.000771,[3.26286363e-05 2.95382778e-04 7.22057928e-05],0.001224,0.000306,FALSE
-0.05,0.02,0.03,0,1,0,,,,0.001016,[3.84912059e-05 3.33793629e-04 7.87428827e-05],0.00138,0.000345,FALSE
-0.05,0.02,0.04,0,1,0,,,,0.001343,[4.52199470e-05 3.75683442e-04 8.48093630e-05],0.001552,0.000388,FALSE
-0.05,0.02,0.05,0,1,0,,,,0.00175,[5.28578646e-05 4.20779281e-04 8.99563827e-05],0.001736,0.000434,FALSE
-0.05,0.03,-0.05,0,1,0,,,,0.000576,[1.44777447e-05 1.14517012e-04 4.79545452e-05],0.0005,0.000125,FALSE
-0.05,0.03,-0.04,0,1,0,,,,0.000559,[1.72735084e-05 1.31254000e-04 5.46149752e-05],0.000572,0.000143,FALSE
-0.05,0.03,-0.03,0,1,0,,,,0.000536,[2.06141559e-05 1.50386387e-04 6.20346661e-05],0.000656,0.000164,FALSE
-0.05,0.03,-0.02,0,1,0,,,,0.000508,[2.45975041e-05 1.72209508e-04 7.02234960e-05],0.000752,0.000188,FALSE
-0.05,0.03,-0.01,0,1,0,,,,0.000484,[2.93336712e-05 1.97030430e-04 7.91557285e-05],0.000856,0.000214,FALSE
-0.05,0.03,0,0,1,0,,,,0.000484,[3.49440479e-05 2.25156455e-04 8.87546404e-05],0.00098,0.000245,FALSE
-0.05,0.03,0.01,0,1,0,,,,0.00054,[4.15587946e-05 2.56877668e-04 9.88735894e-05],0.001112,0.000278,FALSE
-0.05,0.03,0.02,0,1,0,,,,0.000678,[4.93122801e-05 2.92441793e-04 1.09273645e-04],0.001264,0.000316,FALSE
-0.05,0.03,0.03,0,1,0,,,,0.000907,[5.83357784e-05 3.32019534e-04 1.19598480e-04],0.001432,0.000358,FALSE
-0.05,0.03,0.04,0,1,0,,,,0.001227,[6.87466666e-05 3.75658623e-04 1.29348092e-04],0.001612,0.000403,FALSE
-0.05,0.03,0.05,0,1,0,,,,0.001631,[8.06333491e-05 4.23225219e-04 1.37854094e-04],0.001808,0.000452,FALSE
-0.05,0.04,-0.05,0,1,0,,,,0.000586,[1.91663037e-05 1.09743232e-04 6.33789260e-05],0.000512,0.000128,FALSE
-0.05,0.04,-0.04,0,1,0,,,,0.000569,[2.29020130e-05 1.26046322e-04 7.23063861e-05],0.000588,0.000147,FALSE
-0.05,0.04,-0.03,0,1,0,,,,0.000543,[2.73796450e-05 1.44787851e-04 8.22974179e-05],0.000676,0.000169,FALSE
-0.05,0.04,-0.02,0,1,0,,,,0.000508,[3.27376545e-05 1.66306312e-04 9.33847267e-05],0.000776,0.000194,FALSE
-0.05,0.04,-0.01,0,1,0,,,,0.000468,[3.91339583e-05 1.90968301e-04 1.05558098e-04],0.000888,0.000222,FALSE
-0.05,0.04,0,0,1,0,,,,0.000441,[4.67454093e-05 2.19160841e-04 1.18743920e-04],0.001016,0.000254,FALSE
-0.05,0.04,0.01,0,1,0,,,,0.000459,[5.57653983e-05 2.51277716e-04 1.32779319e-04],0.00116,0.00029,FALSE
-0.05,0.04,0.02,0,1,0,,,,0.000566,[6.63987374e-05 2.87697555e-04 1.47380701e-04],0.00132,0.00033,FALSE
-0.05,0.04,0.03,0,1,0,,,,0.000778,[7.88528032e-05 3.28750918e-04 1.62107205e-04],0.0015,0.000375,FALSE
-0.05,0.04,0.04,0,1,0,,,,0.001091,[9.33237694e-05 3.74673356e-04 1.76320648e-04],0.001696,0.000424,FALSE
-0.05,0.04,0.05,0,1,0,,,,0.001498,[0.00010998 0.00042554 0.00018915],0.001912,0.000478,FALSE
-0.05,0.05,-0.05,0,1,0,,,,0.000602,[2.37248691e-05 1.03540702e-04 7.82743870e-05],0.000528,0.000132,FALSE
-0.05,0.05,-0.04,0,1,0,,,,0.000587,[2.84021081e-05 1.19230194e-04 8.94903357e-05],0.000608,0.000152,FALSE
-0.05,0.05,-0.03,0,1,0,,,,0.000561,[3.40298321e-05 1.37392490e-04 1.02113363e-04],0.0007,0.000175,FALSE
-0.05,0.05,-0.02,0,1,0,,,,0.000523,[4.07937256e-05 1.58416472e-04 1.16215472e-04],0.000804,0.000201,FALSE
-0.05,0.05,-0.01,0,1,0,,,,0.000474,[4.89088128e-05 1.82739996e-04 1.31822883e-04],0.000924,0.000231,FALSE
-0.05,0.05,0,0,1,0,,,,0.000424,[5.86202825e-05 2.10847764e-04 1.48890822e-04],0.00106,0.000265,FALSE
-0.05,0.05,0.01,0,1,0,,,,0.000404,[7.02021796e-05 2.43263621e-04 1.67270638e-04],0.001212,0.000303,FALSE
-0.05,0.05,0.02,0,1,0,,,,0.000472,[8.39528134e-05 2.80534339e-04 1.86668397e-04],0.001388,0.000347,FALSE
-0.05,0.05,0.03,0,1,0,,,,0.000665,[0.00010019 0.0003232  0.00020659],0.001584,0.000396,FALSE
-0.05,0.05,0.04,0,1,0,,,,0.000975,[0.00011921 0.00037175 0.00022631],0.001804,0.000451,FALSE
-0.05,0.05,0.05,0,1,0,,,,0.00139,[0.00014132 0.00042657 0.00024475],0.002048,0.000512,FALSE
-0.04,-0.05,-0.05,0,1,0,,,,0.000584,[-1.98130516e-05  1.07664586e-04 -8.22119659e-05],0.000548,0.000137,FALSE
-0.04,-0.05,-0.04,0,1,0,,,,0.000565,[-2.37702572e-05  1.24226794e-04 -9.42364520e-05],0.000632,0.000158,FALSE
-0.04,-0.05,-0.03,0,1,0,,,,0.000537,[-2.85452470e-05  1.43462878e-04 -1.07829946e-04],0.000728,0.000182,FALSE
-0.04,-0.05,-0.02,0,1,0,,,,0.000498,[-3.43015890e-05  1.65810004e-04 -1.23091844e-04],0.000836,0.000209,FALSE
-0.04,-0.05,-0.01,0,1,0,,,,0.000453,[-4.12298503e-05  1.91765365e-04 -1.40077497e-04],0.000964,0.000241,FALSE
-0.04,-0.05,0,0,1,0,,,,0.000417,[-4.95488240e-05  2.21885921e-04 -1.58771500e-04],0.001108,0.000277,FALSE
-0.04,-0.05,0.01,0,1,0,,,,0.000428,[-5.95050010e-05  2.56782432e-04 -1.79052368e-04],0.001276,0.000319,FALSE
-0.04,-0.05,0.02,0,1,0,,,,0.000531,[-7.13692840e-05  2.97104548e-04 -2.00647471e-04],0.001464,0.000366,FALSE
-0.04,-0.05,0.03,0,1,0,,,,0.000743,[-8.54296839e-05  3.43512748e-04 -2.23077841e-04],0.001672,0.000418,FALSE
-0.04,-0.05,0.04,0,1,0,,,,0.001057,[-0.00010198  0.00039663 -0.00024559],0.001912,0.000478,FALSE
-0.04,-0.05,0.05,0,1,0,,,,0.001461,[-0.00012129  0.00045698 -0.0002671 ],0.002172,0.000543,FALSE
-0.04,-0.04,-0.05,0,1,0,,,,0.00056,[-1.59988764e-05  1.14004224e-04 -6.65282760e-05],0.000532,0.000133,FALSE
-0.04,-0.04,-0.04,0,1,0,,,,0.000537,[-1.91567827e-05  1.31179718e-04 -7.60886365e-05],0.000612,0.000153,FALSE
-0.04,-0.04,-0.03,0,1,0,,,,0.000503,[-2.29521623e-05  1.50983060e-04 -8.68340658e-05],0.000704,0.000176,FALSE
-0.04,-0.04,-0.02,0,1,0,,,,0.000458,[-2.75068032e-05  1.73794095e-04 -9.88158545e-05],0.000808,0.000202,FALSE
-0.04,-0.04,-0.01,0,1,0,,,,0.00041,[-3.29604725e-05  2.00028856e-04 -1.12042716e-04],0.000928,0.000232,FALSE
-0.04,-0.04,0,0,1,0,,,,0.000379,[-3.94708178e-05  2.30132779e-04 -1.26458928e-04],0.001064,0.000266,FALSE
-0.04,-0.04,0.01,0,1,0,,,,0.000408,[-4.72117090e-05  2.64567628e-04 -1.41916381e-04],0.001216,0.000304,FALSE
-0.04,-0.04,0.02,0,1,0,,,,0.000535,[-5.63692852e-05  3.03789586e-04 -1.58140149e-04],0.001388,0.000347,FALSE
-0.04,-0.04,0.03,0,1,0,,,,0.000763,[-6.71348166e-05  3.48215418e-04 -1.74687945e-04],0.00158,0.000395,FALSE
-0.04,-0.04,0.04,0,1,0,,,,0.001079,[-7.96933620e-05  3.98173258e-04 -1.90904904e-04],0.001796,0.000449,FALSE
-0.04,-0.04,0.05,0,1,0,,,,0.001474,[-9.42071359e-05  4.53834430e-04 -2.05876836e-04],0.002028,0.000507,FALSE
-0.04,-0.03,-0.05,0,1,0,,,,0.000544,[-1.20807988e-05  1.18875989e-04 -5.03141600e-05],0.00052,0.00013,FALSE
-0.04,-0.03,-0.04,0,1,0,,,,0.000518,[-1.44425297e-05  1.36481331e-04 -5.74404791e-05],0.000596,0.000149,FALSE
-0.04,-0.03,-0.03,0,1,0,,,,0.000481,[-1.72719281e-05  1.56661169e-04 -6.54123561e-05],0.000684,0.000171,FALSE
-0.04,-0.03,-0.02,0,1,0,,,,0.000438,[-2.06549387e-05  1.79746564e-04 -7.42516912e-05],0.000784,0.000196,FALSE
-0.04,-0.03,-0.01,0,1,0,,,,0.000396,[-2.46889238e-05  2.06086153e-04 -8.39444594e-05],0.000896,0.000224,FALSE
-0.04,-0.03,0,0,1,0,,,,0.000381,[-2.94820104e-05  2.36034875e-04 -9.44242196e-05],0.001024,0.000256,FALSE
-0.04,-0.03,0.01,0,1,0,,,,0.000436,[-3.51512018e-05  2.69936340e-04 -1.05551567e-04],0.001168,0.000292,FALSE
-0.04,-0.03,0.02,0,1,0,,,,0.000585,[-4.18187433e-05  3.08096878e-04 -1.17089547e-04],0.001328,0.000332,FALSE
-0.04,-0.03,0.03,0,1,0,,,,0.000824,[-4.96061431e-05  3.50749172e-04 -1.28675647e-04],0.001508,0.000377,FALSE
-0.04,-0.03,0.04,0,1,0,,,,0.001142,[-5.86251840e-05  3.98003341e-04 -1.39791879e-04],0.001704,0.000426,FALSE
-0.04,-0.03,0.05,0,1,0,,,,0.001529,[-6.89652357e-05  4.49783775e-04 -1.49735710e-04],0.001916,0.000479,FALSE
-0.04,-0.02,-0.05,0,1,0,,,,0.000533,[-8.09092295e-06  1.22319529e-04 -3.37327032e-05],0.000508,0.000127,FALSE
-0.04,-0.02,-0.04,0,1,0,,,,0.000506,[-9.66146055e-06  1.40205532e-04 -3.84592775e-05],0.000584,0.000146,FALSE
-0.04,-0.02,-0.03,0,1,0,,,,0.00047,[-1.15385758e-05  1.60618494e-04 -4.37281676e-05],0.000668,0.000167,FALSE
-0.04,-0.02,-0.02,0,1,0,,,,0.000429,[-1.37769626e-05  1.83852541e-04 -4.95460716e-05],0.000764,0.000191,FALSE
-0.04,-0.02,-0.01,0,1,0,,,,0.000397,[-1.64379609e-05  2.10206134e-04 -5.58939485e-05],0.000872,0.000218,FALSE
-0.04,-0.02,0,0,1,0,,,,0.000401,[-1.95888642e-05  2.39967944e-04 -6.27160425e-05],0.000996,0.000249,FALSE
-0.04,-0.02,0.01,0,1,0,,,,0.000477,[-2.33013798e-05  2.73396497e-04 -6.99064673e-05],0.001132,0.000283,FALSE
-0.04,-0.02,0.02,0,1,0,,,,0.000641,[-2.76489232e-05  3.10692111e-04 -7.72934979e-05],0.001284,0.000321,FALSE
-0.04,-0.02,0.03,0,1,0,,,,0.000887,[-3.27023803e-05  3.51959732e-04 -8.46221468e-05],0.001452,0.000363,FALSE
-0.04,-0.02,0.04,0,1,0,,,,0.001207,[-3.85239425e-05  3.97161536e-04 -9.15362136e-05],0.001636,0.000409,FALSE
-0.04,-0.02,0.05,0,1,0,,,,0.00159,[-4.51586179e-05  4.46058844e-04 -9.75618404e-05],0.001836,0.000459,FALSE
-0.04,-0.01,-0.05,0,1,0,,,,0.000527,[-4.05620720e-06  1.24369802e-04 -1.69214695e-05],0.000504,0.000126,FALSE
-0.04,-0.01,-0.04,0,1,0,,,,0.0005,[-4.84013864e-06  1.42413345e-04 -1.92767881e-05],0.000576,0.000144,FALSE
-0.04,-0.01,-0.03,0,1,0,,,,0.000465,[-5.77575363e-06  1.62951557e-04 -2.18966935e-05],0.00066,0.000165,FALSE
-0.04,-0.01,-0.02,0,1,0,,,,0.000427,[-6.88961265e-06  1.86255612e-04 -2.47821654e-05],0.000752,0.000188,FALSE
-0.04,-0.01,-0.01,0,1,0,,,,0.000402,[-8.21131335e-06  2.12593128e-04 -2.79208000e-05],0.00086,0.000215,FALSE
-0.04,-0.01,0,0,1,0,,,,0.000419,[-9.77307100e-06  2.42212475e-04 -3.12813417e-05],0.000976,0.000244,FALSE
-0.04,-0.01,0.01,0,1,0,,,,0.000508,[-1.16088697e-05  2.75321004e-04 -3.48070757e-05],0.001112,0.000278,FALSE
-0.04,-0.01,0.02,0,1,0,,,,0.000681,[-1.37530315e-05  3.12056028e-04 -3.84081973e-05],0.00126,0.000315,FALSE
-0.04,-0.01,0.03,0,1,0,,,,0.000932,[-1.62380317e-05  3.52447583e-04 -4.19534933e-05],0.00142,0.000355,FALSE
-0.04,-0.01,0.04,0,1,0,,,,0.001253,[-1.90913751e-05  3.96372442e-04 -4.52619846e-05],0.001596,0.000399,FALSE
-0.04,-0.01,0.05,0,1,0,,,,0.001634,[-2.23313579e-05  4.43499667e-04 -4.80955971e-05],0.001788,0.000447,FALSE
-0.04,0,-0.05,0,1,0,,,,0.000525,[-3.72694497e-20  1.25050451e-04 -2.71050543e-20],0.0005,0.000125,FALSE
-0.04,0,-0.04,0,1,0,,,,0.000498,[-1.69406589e-20  1.43144668e-04 -4.06575815e-20],0.000572,0.000143,FALSE
-0.04,0,-0.03,0,1,0,,,,0.000463,[ 1.35525272e-20  1.63722163e-04 -8.13151629e-20],0.000656,0.000164,FALSE
-0.04,0,-0.02,0,1,0,,,,0.000427,[-1.35525272e-20  1.87046334e-04 -4.06575815e-20],0.000748,0.000187,FALSE
-0.04,0,-0.01,0,1,0,,,,0.000405,[-2.71050543e-20  2.13374401e-04  0.00000000e+00],0.000852,0.000213,FALSE
-0.04,0,0,0,1,0,,,,0.000426,[ 6.77626358e-21  2.42941222e-04 -8.13151629e-20],0.000972,0.000243,FALSE
-0.04,0,0.01,0,1,0,,,,0.000519,[-6.77626358e-21  2.75937085e-04  2.71050543e-20],0.001104,0.000276,FALSE
-0.04,0,0.02,0,1,0,,,,0.000695,[-7.45388994e-20  3.12478419e-04 -2.71050543e-19],0.001248,0.000312,FALSE
-0.04,0,0.03,0,1,0,,,,0.000948,[1.15196481e-19 3.52570603e-04 0.00000000e+00],0.001412,0.000353,FALSE
-0.04,0,0.04,0,1,0,,,,0.001269,[ 1.35525272e-20  3.96062524e-04 -1.35525272e-19],0.001584,0.000396,FALSE
-0.04,0,0.05,0,1,0,,,,0.00165,[2.71050543e-20 4.42593451e-04 2.71050543e-20],0.001772,0.000443,FALSE
-0.04,0.01,-0.05,0,1,0,,,,0.000527,[4.05620720e-06 1.24369802e-04 1.69214695e-05],0.000504,0.000126,FALSE
-0.04,0.01,-0.04,0,1,0,,,,0.0005,[4.84013864e-06 1.42413345e-04 1.92767881e-05],0.000576,0.000144,FALSE
-0.04,0.01,-0.03,0,1,0,,,,0.000465,[5.77575363e-06 1.62951557e-04 2.18966935e-05],0.00066,0.000165,FALSE
-0.04,0.01,-0.02,0,1,0,,,,0.000427,[6.88961265e-06 1.86255612e-04 2.47821654e-05],0.000752,0.000188,FALSE
-0.04,0.01,-0.01,0,1,0,,,,0.000402,[8.21131335e-06 2.12593128e-04 2.79208000e-05],0.00086,0.000215,FALSE
-0.04,0.01,0,0,1,0,,,,0.000419,[9.77307100e-06 2.42212475e-04 3.12813417e-05],0.000976,0.000244,FALSE
-0.04,0.01,0.01,0,1,0,,,,0.000508,[1.16088697e-05 2.75321004e-04 3.48070757e-05],0.001112,0.000278,FALSE
