x,y,z,fp_x,fp_y,fp_z,B.tot,B.tot.mag,B.canc,B.canc.mag,B.RMF,B.RMF.mag,is.rot
0.0,0.01,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00045613 0.00086832 0.00010319],0.000986,True
0.0,0.02,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00026565 0.00050486 0.00013323],0.000586,True
0.0,0.02,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.0003038  0.0005792  0.00015153],0.000671,True
0.0,0.02,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[0.0003468  0.00066362 0.00017146],0.000768,True
0.0,0.02,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00039499 0.00075899 0.00019276],0.000877,True
0.0,0.02,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00044859 0.00086607 0.00021503],0.000999,True
0.01,-0.02,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00027432  0.00050692 -0.00010852],0.000587,True
0.01,-0.02,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00031438  0.00058181 -0.00012265],0.000673,True
0.01,-0.02,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00035972  0.0006669  -0.00013797],0.00077,True
0.01,-0.02,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00041075  0.00076308 -0.00015429],0.00088,True
0.01,-0.02,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00046779  0.00087112 -0.00017127],0.001003,True
0.01,-0.01,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 2.73288840e-04  5.10732638e-04 -3.86386349e-05],0.000581,True
0.01,-0.01,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 3.13135472e-04  5.84958354e-04 -4.32799151e-05],0.000665,True
0.01,-0.01,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[ 3.58218273e-04  6.68881053e-04 -4.82516351e-05],0.00076,True
0.01,-0.01,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 4.08938516e-04  7.63229443e-04 -5.34756020e-05],0.000868,True
0.01,-0.01,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 4.65606931e-04  8.68560086e-04 -5.88263703e-05],0.000987,True
0.01,0.0,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[2.69793242e-04 5.10354754e-04 3.07644984e-05],0.000578,True
0.01,0.0,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[3.08954951e-04 5.84000300e-04 3.52986489e-05],0.000662,True
0.01,0.0,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[3.53224976e-04 6.67107222e-04 4.02491039e-05],0.000756,True
0.01,0.0,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[4.02985591e-04 7.60335338e-04 4.55578973e-05],0.000862,True
0.01,0.0,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[4.58528005e-04 8.64159303e-04 5.11210861e-05],0.00098,True
0.01,0.01,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[2.63786401e-04 5.05959762e-04 9.97025728e-05],0.000579,True
0.01,0.01,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00030177 0.00057917 0.00011332],0.000663,True
0.01,0.01,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[0.00034464 0.00066187 0.00012808],0.000757,True
0.01,0.01,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00039274 0.00075477 0.0001438 ],0.000863,True
0.01,0.01,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00044634 0.00085839 0.00016014],0.000981,True
0.01,0.02,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00025531 0.00049754 0.00016821],0.000584,True
0.01,0.02,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00029161 0.00057044 0.00019104],0.000669,True
0.01,0.02,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[0.00033248 0.00065314 0.00021583],0.000764,True
0.01,0.02,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00037822 0.00074648 0.00024227],0.000871,True
0.01,0.02,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00042902 0.00085117 0.00026983],0.000991,True
0.02,-0.02,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 2.80503915e-04  5.04770607e-04 -7.01158061e-05],0.000582,True
0.02,-0.02,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 3.22450075e-04  5.79217088e-04 -7.89568732e-05],0.000668,True
0.02,-0.02,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[ 3.70212510e-04  6.63761816e-04 -8.84891908e-05],0.000765,True
0.02,-0.02,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 4.24331512e-04  7.59291106e-04 -9.85797587e-05],0.000875,True
0.02,-0.02,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 0.00048528  0.00086656 -0.00010901],0.000999,True
0.02,-0.01,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[ 2.74872813e-04  5.06165080e-04 -8.38494134e-07],0.000576,True
0.02,-0.01,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[ 3.15711981e-04  5.79497147e-04 -3.08801457e-07],0.00066,True
0.02,-0.01,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[3.62158885e-04 6.62359598e-04 3.66172878e-07],0.000755,True
0.02,-0.01,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[4.14722051e-04 7.55456417e-04 1.20695079e-06],0.000862,True
0.02,-0.01,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[4.73840093e-04 8.59318771e-04 2.23144530e-06],0.000981,True
0.02,0.0,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[2.66777236e-04 5.03285930e-04 6.75253550e-05],0.000574,True
0.02,0.0,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[3.06042041e-04 5.75550650e-04 7.70348980e-05],0.000656,True
0.02,0.0,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[3.50624113e-04 6.57020145e-04 8.74063882e-05],0.00075,True
0.02,0.0,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[4.00989858e-04 7.48316438e-04 9.85228164e-05],0.000855,True
0.02,0.0,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00045754 0.00084988 0.00011017],0.000971,True
0.02,0.01,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00025617 0.00049639 0.00013497],0.000575,True
0.02,0.01,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00029336 0.00056771 0.00015328],0.000657,True
0.02,0.01,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[0.00033547 0.00064816 0.00017313],0.00075,True
0.02,0.01,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00038292 0.0007384  0.00019428],0.000854,True
0.02,0.01,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00043604 0.00083889 0.00021628],0.00097,True
0.02,0.02,-0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.0002431  0.00048554 0.00020152],0.000579,True
0.02,0.02,-0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00027768 0.00055604 0.00022866],0.000662,True
0.02,0.02,0.0,0.587767,0.809017,-0.004616,,,,0.000798,[0.0003167  0.00063588 0.0002581 ],0.000756,True
0.02,0.02,0.01,0.587767,0.809017,-0.004616,,,,0.000798,[0.00036046 0.00072582 0.00028946],0.000861,True
0.02,0.02,0.02,0.587767,0.809017,-0.004616,,,,0.000798,[0.00040924 0.00082649 0.0003221 ],0.000977,True
-0.02,-0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.81265846e-04  4.45658538e-05 -2.24963433e-04],0.000719,True
-0.02,-0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.81080260e-04  4.99001477e-05 -2.53459012e-04],0.000823,True
-0.02,-0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.94288804e-04  5.56875881e-05 -2.84195645e-04],0.00094,True
-0.02,-0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.02203287e-03  6.19044665e-05 -3.16747159e-04],0.001072,True
-0.02,-0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.16526439e-03  6.85018815e-05 -3.50400957e-04],0.001219,True
-0.02,-0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.92440455e-04  5.90992177e-05 -2.18692621e-04],0.000729,True
-0.02,-0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.94500789e-04  6.69795686e-05 -2.46540603e-04],0.000835,True
-0.02,-0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.10395405e-04  7.57264529e-05 -2.76620967e-04],0.000955,True
-0.02,-0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.04133863e-03  8.53630075e-05 -3.08530677e-04],0.001089,True
-0.02,-0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.18836043e-03  9.58839451e-05 -3.41588713e-04],0.00124,True
-0.02,0.0,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.97111298e-04  7.34707294e-05 -2.10010923e-04],0.000732,True
-0.02,0.0,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.00106139e-04  8.40200839e-05 -2.36792438e-04],0.000839,True
-0.02,0.0,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.17116750e-04  9.59131707e-05 -2.65740492e-04],0.00096,True
-0.02,0.0,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00104939  0.00010924 -0.00029647],0.001096,True
-0.02,0.0,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00119798  0.00012407 -0.00032835],0.001248,True
-0.02,0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.95170378e-04  8.72551926e-05 -1.98867290e-04],0.000728,True
-0.02,0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00079776  0.00010049 -0.00022412],0.000835,True
-0.02,0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00091429  0.00011559 -0.0002514 ],0.000955,True
-0.02,0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00104598  0.00013271 -0.00028035],0.001091,True
-0.02,0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00119388  0.00015202 -0.00031034],0.001243,True
-0.02,0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00068673  0.0001     -0.00018531],0.000718,True
-0.02,0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00078762  0.00011583 -0.00020855],0.000823,True
-0.02,0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.0009021   0.00013404 -0.0002336 ],0.000941,True
-0.02,0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00103136  0.0001549  -0.0002601 ],0.001075,True
-0.02,0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00117636  0.00017865 -0.00028747],0.001224,True
-0.01,-0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.91153498e-04  5.85566226e-05 -1.31361260e-04],0.000706,True
-0.01,-0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.90919538e-04  6.66705432e-05 -1.47303905e-04],0.000807,True
-0.01,-0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.03566068e-04  7.57714150e-05 -1.64393614e-04],0.000922,True
-0.01,-0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.03002225e-03  8.59203489e-05 -1.82363291e-04],0.00105,True
-0.01,-0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.17097669e-03  9.71578763e-05 -2.00783173e-04],0.001192,True
-0.01,-0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.01634640e-04  6.67172485e-05 -1.23122359e-04],0.000715,True
-0.01,-0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.03466782e-04  7.61140383e-05 -1.38034402e-04],0.000819,True
-0.01,-0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.18569890e-04  8.66689602e-05 -1.54021447e-04],0.000935,True
-0.01,-0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.04793291e-03  9.84514907e-05 -1.70834834e-04],0.001066,True
-0.01,-0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00119231  0.00011151 -0.00018807],0.001212,True
-0.01,0.0,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.05626084e-04  7.45026511e-05 -1.13653911e-04],0.000719,True
-0.01,0.0,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.08245959e-04  8.52535814e-05 -1.27346869e-04],0.000823,True
-0.01,0.0,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.24285773e-04  9.73857032e-05 -1.42023933e-04],0.00094,True
-0.01,0.0,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00105476  0.000111   -0.00015746],0.001072,True
-0.01,0.0,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00120043  0.00012615 -0.00017328],0.001219,True
-0.01,0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.03021826e-04  8.17016280e-05 -1.02927021e-04],0.000715,True
-0.01,0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.05126203e-04  9.38275820e-05 -1.15173753e-04],0.000819,True
-0.01,0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00092055  0.0001076  -0.00012828],0.000936,True
-0.01,0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.0010503   0.00012315 -0.00014204],0.001067,True
-0.01,0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00119512  0.0001406  -0.00015611],0.001213,True
-0.01,0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.93928668e-04  8.80764366e-05 -9.09627267e-05],0.000705,True
-0.01,0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00079424  0.00010154 -0.00010151],0.000807,True
-0.01,0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00090754  0.00011693 -0.00011274],0.000922,True
-0.01,0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00103477  0.00013445 -0.00012447],0.001051,True
-0.01,0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 0.00117664  0.00015427 -0.00013639],0.001195,True
0.0,-0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 6.95389688e-04  7.18352332e-05 -3.76188312e-05],0.0007,True
0.0,-0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.95237783e-04  8.25470684e-05 -4.12880824e-05],0.000801,True
0.0,-0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.07804107e-04  9.47305794e-05 -4.51353873e-05],0.000914,True
0.0,-0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.03394811e-03  1.08519055e-04 -4.90850040e-05],0.001041,True
0.0,-0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.17427213e-03  1.24027280e-04 -5.30244181e-05],0.001182,True
0.0,-0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.05156676e-04  7.36356392e-05 -2.75630405e-05],0.00071,True
0.0,-0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.06912656e-04  8.43913665e-05 -2.98570523e-05],0.000812,True
0.0,-0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.21741411e-04  9.65600412e-05 -3.22031107e-05],0.000927,True
0.0,-0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.05055461e-03  1.10249399e-04 -3.45410705e-05],0.001057,True
0.0,-0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.19400808e-03  1.25542466e-04 -3.67873754e-05],0.001201,True
0.0,0.0,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.08447506e-04  7.48503406e-05 -1.74396350e-05],0.000713,True
0.0,0.0,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.10848250e-04  8.56693928e-05 -1.83899824e-05],0.000816,True
0.0,0.0,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.26442065e-04  9.78823463e-05 -1.92818974e-05],0.000932,True
0.0,0.0,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.05615847e-03  1.11587408e-04 -2.00748729e-05],0.001062,True
0.0,0.0,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.20067162e-03  1.26855806e-04 -2.07186286e-05],0.001208,True
0.0,0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 7.05156676e-04  7.54788689e-05 -7.24269487e-06],0.000709,True
0.0,0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 8.06912656e-04  8.63831611e-05 -6.84763512e-06],0.000812,True
0.0,0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[ 9.21741411e-04  9.87023959e-05 -6.28509531e-06],0.000927,True
0.0,0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.05055461e-03  1.12540997e-04 -5.53461952e-06],0.001057,True
0.0,0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[ 1.19400808e-03  1.27977818e-04 -4.57963273e-06],0.001201,True
0.0,0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.95389688e-04 7.54939638e-05 3.03132002e-06],0.000699,True
0.0,0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.95237783e-04 8.64976197e-05 4.80620917e-06],0.0008,True
0.0,0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.07804107e-04 9.89754799e-05 6.87007820e-06],0.000913,True
0.0,0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[1.03394811e-03 1.13053721e-04 9.22648017e-06],0.00104,True
0.0,0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[1.17427213e-03 1.28838151e-04 1.18616646e-05],0.001181,True
0.01,-0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.94069550e-04 8.43949491e-05 5.62825908e-05],0.000701,True
0.01,-0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.94168856e-04 9.75567064e-05 6.49036485e-05],0.000803,True
0.01,-0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.07183026e-04 1.12645008e-04 7.43167099e-05],0.000917,True
0.01,-0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[1.03404301e-03 1.29860159e-04 8.44060239e-05],0.001046,True
0.01,-0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[1.17543882e-03 1.49385612e-04 9.49666768e-05],0.001189,True
0.01,-0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[7.03128279e-04 7.98467595e-05 6.80235551e-05],0.000711,True
0.01,-0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[8.05005754e-04 9.18202190e-05 7.83382914e-05],0.000814,True
0.01,-0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.20132009e-04 1.05434328e-04 8.96205071e-05],0.00093,True
0.01,-0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00104949 0.00012083 0.00010174],0.001061,True
0.01,-0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.00119382 0.00013813 0.00011447],0.001207,True
0.01,0.0,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[7.05720886e-04 7.45026511e-05 7.86751833e-05],0.000714,True
0.01,0.0,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[8.08109922e-04 8.52535814e-05 9.04338935e-05],0.000818,True
0.01,0.0,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.23844584e-04 9.73857032e-05 1.03286286e-04],0.000935,True
0.01,0.0,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00105392 0.000111   0.00011708],0.001066,True
0.01,0.0,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.0011991  0.00012615 0.00013156],0.001213,True
0.01,0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[7.01741093e-04 6.85721169e-05 8.82188931e-05],0.000711,True
0.01,0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[8.03346332e-04 7.81214013e-05 1.01198940e-04],0.000813,True
0.01,0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.18149372e-04 8.88319544e-05 1.15362264e-04],0.00093,True
0.01,0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00104712 0.00010077 0.00013054],0.00106,True
0.01,0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.001191   0.00011398 0.00014643],0.001205,True
0.01,0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.91294381e-04 6.22381101e-05 9.66811238e-05],0.000701,True
0.01,0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.90845167e-04 7.06515475e-05 1.10697876e-04],0.000802,True
0.01,0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.03206667e-04 8.00567023e-05 1.25965836e-04],0.000915,True
0.01,0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[1.02929373e-03 9.05081177e-05 1.42296556e-04],0.001043,True
0.01,0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.00116978 0.00010204 0.00015936],0.001185,True
0.02,-0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.87044067e-04 9.62526149e-05 1.50354417e-04],0.00071,True
0.02,-0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00078751 0.00011176 0.00017158],0.000814,True
0.02,-0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[0.00090143 0.00012963 0.00019469],0.000931,True
0.02,-0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00102995 0.00015015 0.00021941],0.001064,True
0.02,-0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.00117402 0.00017357 0.00024526],0.001212,True
0.02,-0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.95419965e-04 8.53657893e-05 1.63673575e-04],0.00072,True
0.02,-0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.97565688e-04 9.84378054e-05 1.86895047e-04],0.000825,True
0.02,-0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[0.0009135  0.00011336 0.00021223],0.000945,True
0.02,-0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00104441 0.00013031 0.00023939],0.001079,True
0.02,-0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.00119133 0.00014945 0.00026787],0.00123,True
0.02,0.0,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.97337965e-04 7.34707294e-05 1.74736802e-04],0.000723,True
0.02,0.0,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.99877065e-04 8.40200839e-05 1.99483278e-04],0.000829,True
0.02,0.0,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.16282719e-04 9.59131707e-05 2.26483619e-04],0.000949,True
0.02,0.0,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[0.00104777 0.00010924 0.00025544],0.001084,True
0.02,0.0,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[0.00119536 0.00012407 0.00028579],0.001235,True
0.02,0.01,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.92690042e-04 6.09886209e-05 1.83498905e-04],0.000719,True
0.02,0.01,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.94302440e-04 6.90331859e-05 2.09315632e-04],0.000824,True
0.02,0.01,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[9.09602200e-04 7.79508474e-05 2.37451151e-04],0.000943,True
0.02,0.01,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[1.03977241e-03 8.77625478e-05 2.67579983e-04],0.001077,True
0.02,0.01,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[1.18580895e-03 9.84601269e-05 2.99119286e-04],0.001227,True
0.02,0.02,-0.02,0.950939,0.309017,-0.014939,,,,0.000798,[6.81583152e-04 4.83148542e-05 1.90008263e-04],0.000709,True
0.02,0.02,-0.01,0.950939,0.309017,-0.014939,,,,0.000798,[7.80972716e-04 5.39716117e-05 2.16483220e-04],0.000812,True
0.02,0.02,0.0,0.950939,0.309017,-0.014939,,,,0.000798,[8.93616274e-04 6.00929960e-05 2.45282659e-04],0.000929,True
0.02,0.02,0.01,0.950939,0.309017,-0.014939,,,,0.000798,[1.02062566e-03 6.66503808e-05 2.76056927e-04],0.001059,True
0.02,0.02,0.02,0.950939,0.309017,-0.014939,,,,0.000798,[1.16292068e-03 7.35884390e-05 3.08190507e-04],0.001205,True
-0.02,-0.02,-0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00068649 -0.00010099 -0.00019399],0.00072,True
-0.02,-0.02,-0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00078746 -0.0001169  -0.00021773],0.000825,True
-0.02,-0.02,0.0,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00090206 -0.0001352  -0.00024325],0.000944,True
-0.02,-0.02,0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00103147 -0.00015615 -0.00027018],0.001078,True
-0.02,-0.02,0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00117668 -0.00018    -0.00029792],0.001227,True
-0.02,-0.01,-0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 6.94948359e-04 -8.77775947e-05 -2.07609815e-04],0.000731,True
-0.02,-0.01,-0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00079763 -0.00010106 -0.00023336],0.000837,True
-0.02,-0.01,0.0,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00091428 -0.00011621 -0.00026112],0.000958,True
-0.02,-0.01,0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00104613 -0.00013339 -0.0002905 ],0.001094,True
-0.02,-0.01,0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00119424 -0.00015275 -0.00032087],0.001246,True
-0.02,0.0,-0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 6.96893247e-04 -7.35243439e-05 -2.18780490e-04],0.000734,True
-0.02,0.0,-0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 7.99978166e-04 -8.40813967e-05 -2.46064543e-04],0.000841,True
-0.02,0.0,0.0,0.950793,-0.309017,-0.022407,,,,0.000798,[ 9.17112906e-04 -9.59831624e-05 -2.75492802e-04],0.000962,True
-0.02,0.0,0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00104955 -0.00010932 -0.00030667],0.001099,True
-0.02,0.0,0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 0.00119836 -0.00012416 -0.00033891],0.001252,True
-0.02,0.01,-0.02,0.950793,-0.309017,-0.022407,,,,0.000798,[ 6.92216443e-04 -5.86836161e-05 -2.27449613e-04],0.000731,True
-0.02,0.01,-0.01,0.950793,-0.309017,-0.022407,,,,0.000798,[ 7.94364863e-04 -6.65312554e-05 -2.55800189e-04],0.000837,True
